SpriteSheet	SpriteName	English Naomi ver	EN Community Translation Ver	Zh-Hans	Zh-Hant	de	es	fr	hu	ja	ko	ru	pt-br	uk	it	th	tr	sv	sk
CoffeeBean_2	(ElectricFan)	Electric Fan Body	Electric Fan	电风扇	電扇														
CoffeeBean_2	(Cheese)	Cheese Slap	Cheese	奶酪	起司														
CoffeeBean_7	(ElectricFanBlades)	Electric Fan Blades	Electric Fan Blades	电风扇叶片	電風扇葉片														
CoffeeBean_10	(Guitar_Outline)	Guitar Outline	Guitar Outline	吉他轮廓	吉他大綱														
CoffeeBean_10	(Guitar_Color1)	Guitar Body Colour	Guitar Color 1	吉他颜色 1	吉他顏色 1														
CoffeeBean_11	(PaperFanSticks)	Paper Fan Sticks + Outline	Folding Fan 2	折扇 2	折扇 2														
CoffeeBean_11	(PaperFanLeaf)	Paper Fan Body Colour	Folding Fan 1	折扇 1	折扇 1														
CoffeeBean_11	(Stool)	Stool Work Emote	Stool	凳子	凳子														
CoffeeBean	(Slipper)	Slipper	Slipper	拖鞋	拖鞋														
CoffeeBean_9	(Guitar_Color2)	Guitar Neck Colour	Guitar Color 2	吉他颜色 2	吉他顏色 2														
CoffeeBean_12	(WinkStar)	Wink Emote Star	Wink Star	眨眼星星	眨眼之星														
CoffeeBean_10	(ClownNose)	Clown Emote Nose	Clown 2	小丑 2	小丑 2														
CoffeeBean_4	(Guitar_Color3)	Guitar Fret Colour 	Guitar Color 3	吉他颜色 3	吉他顏色 3														
CoffeeBean_3	(SideHairA7_Color)	Hair Side 13 Colour	Hair Side 13	头发 侧面 13	頭髮 側面 13														
CoffeeBean_5	(PonytailA3_Gradient)	Ponytail 6 Colour	Hair Ponytail 6	头发 单马尾 6	頭髮馬尾辮 6														
CoffeeBean_5	(SideHairA2_Gradient)	Hair Side 4 Colour	Hair Side 4	头发 侧面 4	頭髮 側面 4														
CoffeeBean_4	(SideHairB5_Color)	Hair Side 25 Colour	Hair Side 25	头发 侧面 25	頭髮 側面 25														
CoffeeBean_7	(SideHairB3_Gradient)	Hair Side 22 Colour	Hair Side 22	头发 侧面 22	頭髮 側面 22														
CoffeeBean_3	(PonytailA2_Outline)	Ponytail 3 + 4 Outline	Hair Ponytail Outline 3 + 4	头发 单马尾 轮廓 3 + 4	頭髮馬尾辮輪廓 3 + 4														
CoffeeBean_2	(PonytailB2_Outline)	Ponytail 13 + 14 Outline	Hair Ponytail Outline 13 + 14	头发 单马尾 轮廓 13 + 14	頭髮馬尾辮輪廓 13 + 14														
CoffeeBean_4	(PonytailB2_Color)	Ponytail 13 Colour	Hair Ponytail 13	头发 单马尾 13	頭髮馬尾辮 13														
CoffeeBean_11	(Outer7_Outline)	Outfit Outer 7 Outline	Outfit Outer Outline 7	服装 外侧 轮廓 7	服裝 外側 輪廓 7														
CoffeeBean_12	(Outer1_Outline)	Outfit Outer 1 Outline	Outfit Outer Outline 1	服装 外侧 轮廓 1	服裝 外側 輪廓 1														
CoffeeBean_12	(Hand_Color)	Hand Colour	Hand 1	手 1	手 1														
CoffeeBean_10	(LaptopLight3)	Work Emote Laptop Light 3	Laptop Light 3	电脑 屏幕光 3	電腦 螢幕光 3														
CoffeeBean_9	(Finger)	Rub Emote Finger	Rub 1	揉头 1	擦 1														
CoffeeBean_2	(Scissor)	Cut Scissor Emote Scissor	Cut (Scissors)	切（剪刀	剪（剪刀）														
CoffeeBean_4	(BoopHand)	Boop Emote Hand	Boop	碰鼻子	布普														
CoffeeBean_10	(Trophy)	Trophy Emote Trophy	Trophy 1	胜利 1	獎杯 1														
CoffeeBean_10	(ProgressBar)	Loading Emote Progress Bar	Progress Bar Container	加载（茶/咖啡杯） 1	進度條容器														
CoffeeBean_12	(CoffeeCup)	Coffee Cup																	
CoffeeBean_12	(Progress)	Loading Emote Progress Colour	Progress Bar Fill	加载（茶/咖啡杯） 2	進度條填充														
CoffeeBean_10	(Coffee)	Coffee																	
CoffeeBean_3	(Tongue_Shadow_Line)	Blep Emote Tongue Shadow Line																	
